total_daily_units,month,monthly_units,monthly_bill
10.65,10,319.5,1948.25
9.24,7,277.2,1600.1
1.32,7,39.6,224.74
5.83,2,174.9,841.86
1.11,7,33.3,204.89
8.21,11,246.3,1354.38
15.1,4,453,3083
8.5,10,255,1422.5
4.4,6,132,596.1
8.45,10,253.5,1410.5
10.64,6,319.2,1945.7
11.75,3,352.5,2228.75
8.67,8,260.1,1463.3
11.87,12,356.1,2259.35
1.95,3,58.5,288.95
1.51,8,45.3,242.69
8.79,11,263.7,1492.1
9.62,11,288.6,1691.3
6.59,7,197.7,987.78
6.85,6,205.5,1044.3
11.21,1,336.3,2091.05
4.58,9,137.4,622.02
8.39,6,251.7,1396.1
9.8,6,294,1734.5
2.78,11,83.4,381.08
3.31,8,99.3,439.91
9.06,11,271.8,1556.9
5,2,150,682.5
2.42,2,72.6,341.12
2.96,6,88.8,401.06
7.59,2,227.7,1213.02
8.66,11,259.8,1460.9
17.47,3,524.1,3687.35
3.9,2,117,524.1
5.42,3,162.6,763.14
12.54,2,376.2,2430.2
11.42,1,342.6,2144.6
12.18,8,365.4,2338.4
2.14,10,64.2,310.04
7.73,2,231.9,1244.94
13.95,1,418.5,2789.75
1.19,8,35.7,212.46
2.71,6,81.3,373.31
9.18,4,275.4,1585.7
16.26,4,487.8,3378.8
5.09,12,152.7,699.78
11.88,12,356.4,2261.9
4.35,2,130.5,588.9
10.89,1,326.7,2009.45
13.61,3,408.3,2703.05
6.02,11,180.6,878.34
3.25,2,97.5,433.25
6.23,12,186.9,918.66
2.68,10,80.4,369.98
8.84,4,265.2,1504.1
10.32,1,309.6,1864.1
2.36,6,70.8,334.46
11.28,3,338.4,2108.9
11.22,2,336.6,2093.6
10.96,1,328.8,2027.3
2.08,9,62.4,303.38
2.27,7,68.1,324.47
15.61,4,468.3,3213.05
4.72,10,141.6,642.18
5.82,10,174.6,839.94
9.5,1,285,1662.5
4.41,3,132.3,597.54
4.97,6,149.1,678.18
5.97,10,179.1,868.74
4.07,2,122.1,548.58
5.58,12,167.4,793.86
4.72,7,141.6,642.18
12.12,6,363.6,2323.1
7.27,3,218.1,1140.06
5.07,11,152.1,695.94
5.12,11,153.6,705.54
11.3,3,339,2114
10.79,1,323.7,1983.95
6.24,8,187.2,920.58
1.78,12,53.4,270.08
1.38,2,41.4,230.41
11.16,7,334.8,2078.3
1.75,5,52.5,266.75
5.32,11,159.6,743.94
4.7,8,141,639.3
10.94,7,328.2,2022.2
3.31,10,99.3,439.91
3.13,1,93.9,419.93
4.4,4,132,596.1
13.64,3,409.2,2710.7
3.01,5,90.3,406.61
6.07,1,182.1,887.94
3.67,10,110.1,490.98
4.63,8,138.9,629.22
10.23,6,306.9,1841.15
1.14,6,34.2,207.73
7.97,8,239.1,1299.66
1.43,2,42.9,235.13
7.25,4,217.5,1135.5
7.91,2,237.3,1285.98
3.82,7,114.6,512.58
11.99,1,359.7,2289.95
2.76,11,82.8,378.86
1.77,11,53.1,268.97
5.6,2,168,797.7
1.63,2,48.9,254.03
12.11,3,363.3,2320.55
1.73,12,51.9,264.53
2.62,2,78.6,363.32
5.66,8,169.8,809.22
12.43,12,372.9,2402.15
3.17,3,95.1,424.37
3.03,4,90.9,408.83
4.07,1,122.1,548.58
1.08,6,32.4,202.06
5.77,2,173.1,830.34
11.9,7,357,2267
3.03,12,90.9,408.83
10.22,7,306.6,1838.6
6.68,5,200.4,1005.54
8.09,1,242.7,1327.02
8.78,8,263.4,1489.7
10.09,8,302.7,1805.45
7.06,12,211.8,1092.18
3.97,7,119.1,534.18
8.6,4,258,1446.5
1.54,8,46.2,245.53
10.32,5,309.6,1864.1
2.72,9,81.6,374.42
2.32,5,69.6,330.02
9.57,9,287.1,1679.3
4.21,12,126.3,568.74
2.46,10,73.8,345.56
6.66,11,199.8,1001.22
4.08,7,122.4,550.02
6.25,4,187.5,922.5
6.32,11,189.6,935.94
9.01,12,270.3,1544.9
1.55,7,46.5,246.47
3,6,90,405.5
10.54,2,316.2,1920.2
5.95,3,178.5,864.9
16.86,3,505.8,3531.8
6.56,3,196.8,982.02
9.17,12,275.1,1583.3
8.6,10,258,1446.5
6.69,2,200.7,1007.82
10.38,7,311.4,1879.4
9.82,2,294.6,1739.3
6.39,2,191.7,949.38
10.32,5,309.6,1864.1
13.28,3,398.4,2618.9
1.27,1,38.1,220.01
7.93,4,237.9,1290.54
6.32,6,189.6,935.94
1.21,1,36.3,214.34
7,6,210,1078.5
9.75,4,292.5,1722.5
1.33,1,39.9,225.69
5.81,10,174.3,838.02
5.1,9,153,701.7
2.35,8,70.5,333.35
10.46,9,313.8,1899.8
5.73,12,171.9,822.66
3.09,9,92.7,415.49
5.11,10,153.3,703.62
5.12,4,153.6,705.54
4.98,7,149.4,679.62
2.87,3,86.1,391.07
10.69,3,320.7,1958.45
10.77,11,323.1,1978.85
4.39,4,131.7,594.66
9.99,9,299.7,1780.1
5.32,8,159.6,743.94
14.63,3,438.9,2963.15
8.69,8,260.7,1468.1
12.71,12,381.3,2473.55
9.42,10,282.6,1643.3
4.67,8,140.1,634.98
9.02,11,270.6,1547.3
5.98,7,179.4,870.66
4.49,7,134.7,609.06
4.36,5,130.8,590.34
9.09,3,272.7,1564.1
8.11,1,243.3,1331.58
8.59,12,257.7,1444.1
1.32,9,39.6,224.74
7.12,6,213.6,1105.86
8.81,3,264.3,1496.9
10.06,9,301.8,1797.8
7.69,12,230.7,1235.82
11.36,12,340.8,2129.3
2.44,9,73.2,343.34
7.19,3,215.7,1121.82
11.07,11,332.1,2055.35
5.99,9,179.7,872.58
15.58,3,467.4,3205.4
7.2,9,216,1124.1
15.86,3,475.8,3276.8
11.6,6,348,2190.5
9.97,10,299.1,1775.3
8.07,11,242.1,1322.46
2.91,6,87.3,395.51
9.63,6,288.9,1693.7
7.68,11,230.4,1233.54
15.52,5,465.6,3190.1
10.7,6,321,1961
10.19,8,305.7,1830.95
3.55,10,106.5,473.7
3.48,7,104.4,463.62
10.39,8,311.7,1881.95
6.2,12,186,912.9
8.51,4,255.3,1424.9
9.96,1,298.8,1772.9
6.42,1,192.6,955.14
5.08,3,152.4,697.86
10.74,8,322.2,1971.2
3.8,5,114,509.7
12.59,11,377.7,2442.95
5.54,5,166.2,786.18
14.66,4,439.8,2970.8
5.82,3,174.6,839.94
9.24,4,277.2,1600.1
12.84,2,385.2,2506.7
12.8,10,384,2496.5
11.29,5,338.7,2111.45
7.62,3,228.6,1219.86
4.69,3,140.7,637.86
9.88,2,296.4,1753.7
1.35,11,40.5,227.57
1.75,1,52.5,266.75
9.48,3,284.4,1657.7
6.47,1,194.1,964.74
8.08,8,242.4,1324.74
15.04,5,451.2,3067.7
8.01,4,240.3,1308.78
8.65,2,259.5,1458.5
4.98,11,149.4,679.62
4.26,2,127.8,575.94
4.04,9,121.2,544.26
8.57,10,257.1,1439.3
5.08,10,152.4,697.86
10.68,1,320.4,1955.9
4.96,7,148.8,676.74
12.15,4,364.5,2330.75
6.87,7,206.1,1048.86
5.51,11,165.3,780.42
2.12,5,63.6,307.82
4.33,11,129.9,586.02
2.85,3,85.5,388.85
2.78,12,83.4,381.08
10.43,12,312.9,1892.15
1.35,6,40.5,227.57
3.28,2,98.4,436.58
9.67,5,290.1,1703.3
6.85,6,205.5,1044.3
9.18,10,275.4,1585.7
4.69,3,140.7,637.86
7.84,2,235.2,1270.02
17.62,4,528.6,3725.6
7.49,1,224.7,1190.22
6.82,9,204.6,1037.46
8.81,11,264.3,1496.9
4.68,6,140.4,636.42
5.01,1,150.3,684.42
3.07,3,92.1,413.27
1.13,1,33.9,206.78
3.59,12,107.7,479.46
13.62,12,408.6,2705.6
5.75,8,172.5,826.5
6.74,6,202.2,1019.22
9.15,4,274.5,1578.5
14.34,5,430.2,2889.2
12.64,4,379.2,2455.7
5.31,9,159.3,742.02
6.85,8,205.5,1044.3
7.29,1,218.7,1144.62
1.76,6,52.8,267.86
8.35,10,250.5,1386.5
8.28,8,248.4,1370.34
3.41,6,102.3,453.54
11.87,3,356.1,2259.35
9.75,3,292.5,1722.5
7.51,9,225.3,1194.78
6.61,5,198.3,991.62
8.82,9,264.6,1499.3
8.31,1,249.3,1377.18
1.1,6,33,203.95
10.68,8,320.4,1955.9
9.32,2,279.6,1619.3
13.65,4,409.5,2713.25
2.54,11,76.2,354.44
8.51,3,255.3,1424.9
10.46,2,313.8,1899.8
11.19,8,335.7,2085.95
8.34,9,250.2,1384.1
1.35,2,40.5,227.57
5.58,6,167.4,793.86
7.31,7,219.3,1149.18
4.03,9,120.9,542.82
11.73,11,351.9,2223.65
9.72,1,291.6,1715.3
8.1,9,243,1329.3
10.09,12,302.7,1805.45
10.5,6,315,1910
9.45,6,283.5,1650.5
5.9,9,177,855.3
8.34,11,250.2,1384.1
6.74,5,202.2,1019.22
7.02,11,210.6,1083.06
3.56,2,106.8,475.14
7.72,8,231.6,1242.66
2.66,1,79.8,367.76
11.22,12,336.6,2093.6
2.99,10,89.7,404.39
8.24,11,247.2,1361.22
4.55,4,136.5,617.7
8.76,8,262.8,1484.9
5.14,8,154.2,709.38
5.74,12,172.2,824.58
12.48,12,374.4,2414.9
8.24,7,247.2,1361.22
13.26,3,397.8,2613.8
11.3,6,339,2114
9.83,11,294.9,1741.7
4.02,4,120.6,541.38
8.09,2,242.7,1327.02
6.34,8,190.2,939.78
7.08,6,212.4,1096.74
9.72,9,291.6,1715.3
15.1,4,453,3083
1.23,8,36.9,216.23
2.94,12,88.2,398.84
8.72,12,261.6,1475.3
4.42,7,132.6,598.98
10.07,2,302.1,1800.35
6.17,7,185.1,907.14
4.86,9,145.8,662.34
6.32,6,189.6,935.94
12.28,3,368.4,2363.9
10.35,9,310.5,1871.75
6.31,4,189.3,934.02
4.87,12,146.1,663.78
3.25,8,97.5,433.25
8.57,11,257.1,1439.3
10.49,5,314.7,1907.45
4.44,1,133.2,601.86
9.59,8,287.7,1684.1
10.15,6,304.5,1820.75
7.17,3,215.1,1117.26
4.75,10,142.5,646.5
3.62,10,108.6,483.78
6.17,2,185.1,907.14
1.16,9,34.8,209.62
3.74,8,112.2,501.06
2.62,7,78.6,363.32
3.91,5,117.3,525.54
14.02,3,420.6,2807.6
5.98,6,179.4,870.66
6.63,11,198.9,995.46
2.89,12,86.7,393.29
3.43,10,102.9,456.42
12.93,5,387.9,2529.65
8.21,10,246.3,1354.38
7.25,8,217.5,1135.5
4.69,5,140.7,637.86
10.25,2,307.5,1846.25
4.86,1,145.8,662.34
1.23,2,36.9,216.23
4.57,6,137.1,620.58
12.86,11,385.8,2511.8
10.74,3,322.2,1971.2
1.37,5,41.1,229.47
5.17,11,155.1,715.14
2.35,6,70.5,333.35
6.23,2,186.9,918.66
9.82,8,294.6,1739.3
2.63,2,78.9,364.43
1.83,8,54.9,275.63
9.67,7,290.1,1703.3
9.34,6,280.2,1624.1
2.56,4,76.8,356.66
2.53,8,75.9,353.33
6.44,5,193.2,958.98
8.49,7,254.7,1420.1
9.48,2,284.4,1657.7
10.04,3,301.2,1792.7
10.86,7,325.8,2001.8
6.95,8,208.5,1067.1
2.03,7,60.9,297.83
14.87,4,446.1,3024.35
10.99,8,329.7,2034.95
11.11,4,333.3,2065.55
3.18,8,95.4,425.48
3.85,2,115.5,516.9
6.54,12,196.2,978.18
1.34,5,40.2,226.63
2.41,11,72.3,340.01
12.99,10,389.7,2544.95
10.01,12,300.3,1785.05
5.2,6,156,720.9
2.25,8,67.5,322.25
9.13,9,273.9,1573.7
10.64,5,319.2,1945.7
10.64,5,319.2,1945.7
15.67,4,470.1,3228.35
4.57,9,137.1,620.58
3.09,5,92.7,415.49
6.47,1,194.1,964.74
11.35,6,340.5,2126.75
6.34,2,190.2,939.78
5.91,8,177.3,857.22
6.54,11,196.2,978.18
4.76,3,142.8,647.94
5.78,8,173.4,832.26
9.02,10,270.6,1547.3
6.86,4,205.8,1046.58
14.69,4,440.7,2978.45
3.02,10,90.6,407.72
3.39,1,101.7,450.66
6.66,1,199.8,1001.22
7.1,11,213,1101.3
11.95,11,358.5,2279.75
8.76,2,262.8,1484.9
9.43,11,282.9,1645.7
3.73,7,111.9,499.62
10.64,11,319.2,1945.7
11.19,9,335.7,2085.95
7.01,8,210.3,1080.78
4.06,11,121.8,547.14
5.15,12,154.5,711.3
8.43,8,252.9,1405.7
1.79,9,53.7,271.19
12.95,4,388.5,2534.75
5.35,7,160.5,749.7
8.4,5,252,1398.5
1.92,5,57.6,285.62
8.29,1,248.7,1372.62
9.6,2,288,1686.5
10.85,9,325.5,1999.25
14.36,5,430.8,2894.3
9.98,5,299.4,1777.7
8.42,11,252.6,1403.3
12.18,4,365.4,2338.4
12.03,8,360.9,2300.15
7.1,5,213,1101.3
1.59,3,47.7,250.25
3.21,1,96.3,428.81
4.47,6,134.1,606.18
2.33,9,69.9,331.13
7.86,2,235.8,1274.58
10.45,2,313.5,1897.25
11.27,12,338.1,2106.35
10.67,6,320.1,1953.35
7.01,8,210.3,1080.78
3.76,1,112.8,503.94
11.74,9,352.2,2226.2
5.44,1,163.2,766.98
6.05,12,181.5,884.1
5.04,4,151.2,690.18
6.14,11,184.2,901.38
2.16,6,64.8,312.26
10.67,9,320.1,1953.35
9.47,8,284.1,1655.3
9.88,7,296.4,1753.7
8.8,9,264,1494.5
14.95,3,448.5,3044.75
13.79,4,413.7,2748.95
1.46,1,43.8,237.97
5.03,4,150.9,688.26
3.27,1,98.1,435.47
2.57,3,77.1,357.77
8.29,3,248.7,1372.62
8.22,12,246.6,1356.66
13.91,3,417.3,2779.55
9.27,5,278.1,1607.3
10.55,5,316.5,1922.75
6.28,7,188.4,928.26
6.74,5,202.2,1019.22
9.83,7,294.9,1741.7
7.15,5,214.5,1112.7
8.12,4,243.6,1333.86
1.56,6,46.8,247.42
2.54,7,76.2,354.44
5.44,10,163.2,766.98
2.35,7,70.5,333.35
3.84,1,115.2,515.46
6.33,9,189.9,937.86
6.94,7,208.2,1064.82
13.7,5,411,2726
6.53,2,195.9,976.26
1.13,9,33.9,206.78
6.1,12,183,893.7
5.36,2,160.8,751.62
13.89,3,416.7,2774.45
8.72,10,261.6,1475.3
10.41,12,312.3,1887.05
9.74,2,292.2,1720.1
1.68,10,50.4,258.98
7.28,3,218.4,1142.34
9.77,11,293.1,1727.3
2.07,3,62.1,302.27
12.02,9,360.6,2297.6
7.71,12,231.3,1240.38
5.51,3,165.3,780.42
6.12,6,183.6,897.54
1.14,8,34.2,207.73
10.14,5,304.2,1818.2
16.85,5,505.5,3529.25
1.39,12,41.7,231.36
1.26,11,37.8,219.07
11.87,11,356.1,2259.35
11.73,5,351.9,2223.65
5.63,5,168.9,803.46
5.07,12,152.1,695.94
4.49,8,134.7,609.06
4.47,5,134.1,606.18
3.03,3,90.9,408.83
3.38,3,101.4,449.22
1.96,2,58.8,290.06
0.99,7,29.7,193.56
11.51,9,345.3,2167.55
2.83,5,84.9,386.63
3.84,2,115.2,515.46
8.9,7,267,1518.5
2.18,5,65.4,314.48
12.31,10,369.3,2371.55
5.09,9,152.7,699.78
7.31,2,219.3,1149.18
6.76,10,202.8,1023.78
10.86,7,325.8,2001.8
1.48,7,44.4,239.86
5.1,12,153,701.7
8.11,6,243.3,1331.58
1.05,7,31.5,199.22
6.79,5,203.7,1030.62
1.51,8,45.3,242.69
3.03,2,90.9,408.83
14.24,5,427.2,2863.7
3.76,11,112.8,503.94
1.9,4,57,283.4
10.43,10,312.9,1892.15
12.8,11,384,2496.5
12.95,3,388.5,2534.75
3.87,2,116.1,519.78
10.6,9,318,1935.5
7.49,5,224.7,1190.22
6.49,9,194.7,968.58
7.09,7,212.7,1099.02
8.25,4,247.5,1363.5
2.72,6,81.6,374.42
7.07,12,212.1,1094.46
7.96,2,238.8,1297.38
7.85,8,235.5,1272.3
1.06,7,31.8,200.17
8.88,12,266.4,1513.7
9.71,6,291.3,1712.9
3.82,6,114.6,512.58
3.17,1,95.1,424.37
6.21,7,186.3,914.82
16.66,4,499.8,3480.8
5.44,12,163.2,766.98
9.63,12,288.9,1693.7
2.52,11,75.6,352.22
3.08,12,92.4,414.38
1.38,5,41.4,230.41
6.36,7,190.8,943.62
2.06,1,61.8,301.16
10.49,4,314.7,1907.45
9.64,4,289.2,1696.1
2,6,60,294.5
10.49,10,314.7,1907.45
8.14,4,244.2,1338.42
8.01,6,240.3,1308.78
1.84,1,55.2,276.74
4.53,10,135.9,614.82
11.68,2,350.4,2210.9
7.52,6,225.6,1197.06
6.47,9,194.1,964.74
9.92,5,297.6,1763.3
4.54,1,136.2,616.26
10.87,12,326.1,2004.35
1.55,7,46.5,246.47
1.14,6,34.2,207.73
8.15,8,244.5,1340.7
10.65,5,319.5,1948.25
2.08,2,62.4,303.38
9.24,2,277.2,1600.1
14.28,4,428.4,2873.9
5.44,12,163.2,766.98
3.65,12,109.5,488.1
2.64,2,79.2,365.54
11.34,12,340.2,2124.2
14.97,4,449.1,3049.85
3.25,10,97.5,433.25
13.67,4,410.1,2718.35
6.46,11,193.8,962.82
13.88,3,416.4,2771.9
15.02,5,450.6,3062.6
10.78,2,323.4,1981.4
2.26,11,67.8,323.36
3.45,2,103.5,459.3
6.72,9,201.6,1014.66
3.13,2,93.9,419.93
4.04,3,121.2,544.26
13.06,3,391.8,2562.8
2.35,9,70.5,333.35
2.12,11,63.6,307.82
9.97,2,299.1,1775.3
8.56,8,256.8,1436.9
3.87,11,116.1,519.78
2.68,7,80.4,369.98
4.18,12,125.4,564.42
10.06,8,301.8,1797.8
4.32,1,129.6,584.58
2.69,2,80.7,371.09
11.62,2,348.6,2195.6
14.67,4,440.1,2973.35
11.96,8,358.8,2282.3
8.5,7,255,1422.5
4.36,2,130.8,590.34
1.73,3,51.9,264.53
6.3,1,189,932.1
8.67,6,260.1,1463.3
11.78,11,353.4,2236.4
6,9,180,874.5
1.63,8,48.9,254.03
9.84,2,295.2,1744.1
8,8,240,1306.5
12.11,3,363.3,2320.55
6.8,8,204,1032.9
2.54,10,76.2,354.44
9.37,8,281.1,1631.3
1.62,2,48.6,253.09
10.8,9,324,1986.5
1.72,5,51.6,263.42
11.19,12,335.7,2085.95
9.02,6,270.6,1547.3
4.64,5,139.2,630.66
1.38,6,41.4,230.41
14.2,5,426,2853.5
8.58,9,257.4,1441.7
12.15,4,364.5,2330.75
11.42,5,342.6,2144.6
5.24,11,157.2,728.58
15.6,3,468,3210.5
2.56,6,76.8,356.66
3.37,2,101.1,447.78
2.58,3,77.4,358.88
7.38,3,221.4,1165.14
7.18,12,215.4,1119.54
5.09,9,152.7,699.78
3.55,12,106.5,473.7
1.42,11,42.6,234.19
9.07,10,272.1,1559.3
8.18,3,245.4,1347.54
10.63,11,318.9,1943.15
13.31,4,399.3,2626.55
11.47,10,344.1,2157.35
1.21,10,36.3,214.34
8.02,11,240.6,1311.06
7.23,12,216.9,1130.94
11.94,12,358.2,2277.2
4.82,4,144.6,656.58
1.53,11,45.9,244.58
6.25,9,187.5,922.5
12.89,11,386.7,2519.45
11.93,7,357.9,2274.65
8.98,12,269.4,1537.7
3.66,3,109.8,489.54
4.74,8,142.2,645.06
9.03,10,270.9,1549.7
11.46,2,343.8,2154.8
11.3,4,339,2114
3.56,1,106.8,475.14
3.14,11,94.2,421.04
8.38,7,251.4,1393.7
4.68,4,140.4,636.42
4.49,10,134.7,609.06
3.24,9,97.2,432.14
3.49,2,104.7,465.06
3.96,10,118.8,532.74
1.74,11,52.2,265.64
4.34,5,130.2,587.46
8.33,6,249.9,1381.74
3.52,4,105.6,469.38
3.56,11,106.8,475.14
2.99,8,89.7,404.39
5.34,3,160.2,747.78
9.63,7,288.9,1693.7
10.91,9,327.3,2014.55
3.6,11,108,480.9
2.62,8,78.6,363.32
8.19,4,245.7,1349.82
6.63,9,198.9,995.46
4.42,11,132.6,598.98
10.67,8,320.1,1953.35
5.87,9,176.1,849.54
8.28,3,248.4,1370.34
2.27,9,68.1,324.47
3.15,2,94.5,422.15
9.57,10,287.1,1679.3
3.91,2,117.3,525.54
5.89,3,176.7,853.38
1.93,7,57.9,286.73
5.54,1,166.2,786.18
9.56,2,286.8,1676.9
12.4,10,372,2394.5
4.45,7,133.5,603.3
9.61,6,288.3,1688.9
5.22,5,156.6,724.74
6.28,5,188.4,928.26
1.02,10,30.6,196.39
10.68,4,320.4,1955.9
1.83,10,54.9,275.63
5.43,12,162.9,765.06
5.48,6,164.4,774.66
7.74,8,232.2,1247.22
12.8,1,384,2496.5
8.07,10,242.1,1322.46
8.42,11,252.6,1403.3
13.28,3,398.4,2618.9
7.9,8,237,1283.7
4.13,11,123.9,557.22
8.37,7,251.1,1391.3
1.99,4,59.7,293.39
7.23,10,216.9,1130.94
9.28,10,278.4,1609.7
3.64,4,109.2,486.66
9.99,8,299.7,1780.1
12.15,10,364.5,2330.75
2.92,5,87.6,396.62
4.02,12,120.6,541.38
10.33,10,309.9,1866.65
11.99,12,359.7,2289.95
7.72,11,231.6,1242.66
2.91,11,87.3,395.51
5.21,8,156.3,722.82
6.81,3,204.3,1035.18
6.39,10,191.7,949.38
6.1,3,183,893.7
7.65,6,229.5,1226.7
5.97,11,179.1,868.74
11.8,10,354,2241.5
8.69,3,260.7,1468.1
10.64,8,319.2,1945.7
7.43,11,222.9,1176.54
15.96,5,478.8,3302.3
12.2,11,366,2343.5
7.85,11,235.5,1272.3
2.67,3,80.1,368.87
4.03,11,120.9,542.82
3.4,2,102,452.1
8.78,2,263.4,1489.7
10.66,7,319.8,1950.8
10.15,1,304.5,1820.75
1.25,6,37.5,218.12
9.11,9,273.3,1568.9
8.2,6,246,1352.1
2.79,11,83.7,382.19
2.04,3,61.2,298.94
9.38,8,281.4,1633.7
4.08,10,122.4,550.02
10.52,10,315.6,1915.1
7.3,2,219,1146.9
9.38,6,281.4,1633.7
6.63,9,198.9,995.46
4.78,3,143.4,650.82
8.21,11,246.3,1354.38
11.97,4,359.1,2284.85
11.22,11,336.6,2093.6
12.37,4,371.1,2386.85
4.71,7,141.3,640.74
2.55,4,76.5,355.55
4.23,6,126.9,571.62
10.75,2,322.5,1973.75
6.07,6,182.1,887.94
6.49,2,194.7,968.58
9.11,9,273.3,1568.9
13.27,3,398.1,2616.35
4.11,6,123.3,554.34
15.6,4,468,3210.5
11.33,12,339.9,2121.65
6.15,8,184.5,903.3
2.9,5,87,394.4
8.25,8,247.5,1363.5
5.22,6,156.6,724.74
4.99,11,149.7,681.06
4.46,11,133.8,604.74
2.73,10,81.9,375.53
8.06,11,241.8,1320.18
9.1,5,273,1566.5
6.43,3,192.9,957.06
7.79,7,233.7,1258.62
6.98,2,209.4,1073.94
7.13,9,213.9,1108.14
2.54,4,76.2,354.44
7.85,8,235.5,1272.3
8.1,12,243,1329.3
10.5,3,315,1910
11.41,9,342.3,2142.05
1.82,10,54.6,274.52
2.97,6,89.1,402.17
7.4,12,222,1169.7
1.78,2,53.4,270.08
7.77,10,233.1,1254.06
11.59,11,347.7,2187.95
7.94,4,238.2,1292.82
11.41,12,342.3,2142.05
13.44,11,403.2,2659.7
1.69,2,50.7,260.09
3.59,1,107.7,479.46
9.67,12,290.1,1703.3
15.08,4,452.4,3077.9
2.89,11,86.7,393.29
12.93,5,387.9,2529.65
6.49,5,194.7,968.58
9.74,8,292.2,1720.1
4.19,6,125.7,565.86
2.74,10,82.2,376.64
10.48,9,314.4,1904.9
9.82,4,294.6,1739.3
1.13,11,33.9,206.78
3.26,2,97.8,434.36
8.24,4,247.2,1361.22
1.78,1,53.4,270.08
9.19,10,275.7,1588.1
6.64,9,199.2,997.38
6.76,2,202.8,1023.78
8.01,3,240.3,1308.78
7.14,3,214.2,1110.42
2.4,11,72,338.9
13.77,4,413.1,2743.85
9.54,2,286.2,1672.1
7.33,7,219.9,1153.74
5.96,12,178.8,866.82
1.57,9,47.1,248.37
8.42,1,252.6,1403.3
12.56,4,376.8,2435.3
9.65,9,289.5,1698.5
10.75,6,322.5,1973.75
9.49,3,284.7,1660.1
4.76,12,142.8,647.94
8.4,8,252,1398.5
10.73,2,321.9,1968.65
2.28,3,68.4,325.58
7.09,9,212.7,1099.02
12.63,3,378.9,2453.15
15.12,4,453.6,3088.1
4.99,11,149.7,681.06
8.78,9,263.4,1489.7
11.98,5,359.4,2287.4
11.92,5,357.6,2272.1
4.83,12,144.9,658.02
3.07,10,92.1,413.27
4.55,7,136.5,617.7
6.16,8,184.8,905.22
5.55,10,166.5,788.1
8.84,11,265.2,1504.1
4.95,11,148.5,675.3
6.82,11,204.6,1037.46
8.38,10,251.4,1393.7
9.62,12,288.6,1691.3
9.45,3,283.5,1650.5
10.64,9,319.2,1945.7
12.96,4,388.8,2537.3
1.12,7,33.6,205.84
11.26,5,337.8,2103.8
2.25,5,67.5,322.25
8.31,8,249.3,1377.18
11.18,5,335.4,2083.4
3.93,5,117.9,528.42
9.26,12,277.8,1604.9
5.79,2,173.7,834.18
4.24,3,127.2,573.06
3.95,3,118.5,531.3
8.37,4,251.1,1391.3
10.1,9,303,1808
2.15,11,64.5,311.15
12.28,4,368.4,2363.9
7.9,5,237,1283.7
9.56,9,286.8,1676.9
10.08,2,302.4,1802.9
4.49,8,134.7,609.06
2.23,10,66.9,320.03
5.67,5,170.1,811.14
6.65,9,199.5,999.3
11.47,8,344.1,2157.35
9.39,2,281.7,1636.1
11.49,7,344.7,2162.45
8.3,10,249,1374.9
7.96,12,238.8,1297.38
1.43,9,42.9,235.13
4.55,3,136.5,617.7
4.62,11,138.6,627.78
7.06,4,211.8,1092.18
3.77,12,113.1,505.38
6.96,2,208.8,1069.38
9.08,1,272.4,1561.7
8.23,5,246.9,1358.94
4.4,7,132,596.1
8.01,2,240.3,1308.78
4.03,8,120.9,542.82
5.21,9,156.3,722.82
6.74,3,202.2,1019.22
3.74,8,112.2,501.06
4.4,3,132,596.1
6.49,9,194.7,968.58
2.64,2,79.2,365.54
2.55,12,76.5,355.55
6.4,10,192,951.3
3.95,6,118.5,531.3
5.9,6,177,855.3
11.08,8,332.4,2057.9
1.7,7,51,261.2
9.19,2,275.7,1588.1
10.52,1,315.6,1915.1
2.76,2,82.8,378.86
9.21,12,276.3,1592.9
12.86,12,385.8,2511.8
12.24,1,367.2,2353.7
4.59,4,137.7,623.46
9.07,5,272.1,1559.3
9.45,3,283.5,1650.5
7.35,12,220.5,1158.3
9.69,1,290.7,1708.1
4.08,1,122.4,550.02
8.17,9,245.1,1345.26
2.39,7,71.7,337.79
10.04,1,301.2,1792.7
6.18,10,185.4,909.06
11.37,5,341.1,2131.85
14.88,4,446.4,3026.9
3.31,1,99.3,439.91
5.5,1,165,778.5
9.89,6,296.7,1756.1
5.37,2,161.1,753.54
1.82,7,54.6,274.52
1.91,7,57.3,284.51
14.24,5,427.2,2863.7
4.71,12,141.3,640.74
9.57,10,287.1,1679.3
7.48,5,224.4,1187.94
8.74,7,262.2,1480.1
7.64,4,229.2,1224.42
12.34,7,370.2,2379.2
2.51,7,75.3,351.11
2.26,4,67.8,323.36
11.08,4,332.4,2057.9
10.38,6,311.4,1879.4
2.76,2,82.8,378.86
5.71,11,171.3,818.82
4.83,8,144.9,658.02
12.47,5,374.1,2412.35
3.7,6,111,495.3
13.34,12,400.2,2634.2
1.95,1,58.5,288.95
8.12,12,243.6,1333.86
7.52,2,225.6,1197.06
2.74,6,82.2,376.64
2.5,9,75,350
3.99,12,119.7,537.06
5.14,12,154.2,709.38
15.38,3,461.4,3154.4
3.8,7,114,509.7
12.8,3,384,2496.5
8.65,11,259.5,1458.5
3.46,2,103.8,460.74
12.45,7,373.5,2407.25
1.1,8,33,203.95
12.56,5,376.8,2435.3
2.98,4,89.4,403.28
1.59,7,47.7,250.25
2.59,2,77.7,359.99
10.74,8,322.2,1971.2
5.99,5,179.7,872.58
